2023-10-14,"GEL CONSTRUCTION BLANC- 04 - ",12.00
2023-10-14,"LIME ONGLE",9.00
2023-10-14,"KIT FAUX ONGLES ",6.90
2023-10-14,"COLLE FAUX CILS",6.00
2023-10-14,"CRAYON LOVELY BLEU ELECTRI",6.00
2023-10-14,"ROUGE A LEVRE ",6.00
2023-10-14,"FAUX CILS 6D 3 PAIRES",4.90
2023-10-14,"GEL RED ONE",4.90
2023-10-14,"PERLES POUR CHEVEUX ",4.00
2023-10-14,"GLOSS ROSE CLAIR",3.90
2023-10-14,"POUDRE COMPACTE ",3.00
2023-10-14,"FAUX ONGLE",3.00
